"ID","adj.P.Val","P.Value","t","B","logFC","SPOT_ID","SPOT_ID.1"
"TC0800008241.hg.1",0.00468,0.000229,4.379135,0.23708,0.7232994,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-2824546_st",0.00468,0.000229,4.379017,0.23679,0.7088375,"---","---"
"TC0300010975.hg.1",0.00468,0.00023,4.378432,0.23538,0.6283369,"Multiple_Complex","Multiple_Complex"
"TC0800009875.hg.1",0.00469,0.00023,4.377481,0.23308,0.8450037,"Multiple_Complex","Multiple_Complex"
"TC1600006436.hg.1",0.00469,0.000231,-4.376136,0.22982,-1.1751444,"Multiple_Complex","Multiple_Complex"
"TC0600011228.hg.1",0.00469,0.000231,-4.376009,0.22951,-0.8115037,"Coding","Coding"
"TC2100007355.hg.1",0.00471,0.000232,4.374129,0.22496,0.9114306,"Multiple_Complex","Multiple_Complex"
"TC0200006951.hg.1",0.00472,0.000233,-4.372767,0.22165,-0.7872944,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3513272_st",0.00472,0.000233,-4.372566,0.22117,-0.7167875,"---","---"
"TC0400009379.hg.1",0.00472,0.000233,4.372104,0.22005,0.9766687,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11002182.hg.1",0.00472,0.000233,4.372005,0.21981,0.6297688,"---","---"
"TC0200016530.hg.1",0.00472,0.000234,4.371504,0.2186,0.7375869,"Multiple_Complex","Multiple_Complex"
"TC2000008123.hg.1",0.00473,0.000234,4.370685,0.21661,1.1510681,"NonCoding","NonCoding"
"TC0200014694.hg.1",0.00477,0.000236,-4.367214,0.2082,-0.83949,"Multiple_Complex","Multiple_Complex"
"TC0400008007.hg.1",0.00477,0.000237,4.366186,0.20572,1.9513206,"Multiple_Complex","Multiple_Complex"
"TC2200008594.hg.1",0.00478,0.000237,-4.365188,0.2033,-0.9545888,"Multiple_Complex","Multiple_Complex"
"TC1300007592.hg.1",0.00483,0.00024,4.360766,0.19259,1.1173375,"Multiple_Complex","Multiple_Complex"
"TC0400008854.hg.1",0.00486,0.000242,4.358201,0.18638,1.0168188,"Multiple_Complex","Multiple_Complex"
"TC1100012019.hg.1",0.00488,0.000243,-4.356265,0.18169,-2.6653863,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11017842.hg.1",0.00488,0.000243,-4.355679,0.18027,-1.394325,"---","---"
"TC1500008052.hg.1",0.00488,0.000243,4.35505,0.17874,0.6920525,"Coding","Coding"
"TC0700008072.hg.1",0.00492,0.000246,4.351447,0.17002,0.97092,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3670224_st",0.00494,0.000247,-4.349943,0.16638,-0.7125188,"---","---"
"TC0300008912.hg.1",0.00497,0.000248,4.346975,0.15919,0.709425,"Multiple_Complex","Multiple_Complex"
"TC0100018439.hg.1",0.00497,0.000248,-4.346922,0.15906,-1.2043769,"Multiple_Complex","Multiple_Complex"
"TC0X00006799.hg.1",0.005,0.00025,4.343734,0.15134,1.8629875,"Multiple_Complex","Multiple_Complex"
"TC0600012863.hg.1",0.005,0.00025,-4.343693,0.15124,-0.7599819,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11017838.hg.1",0.00502,0.000252,-4.341595,0.14616,-1.2346312,"---","---"
"TC1900011738.hg.1",0.00502,0.000252,4.34076,0.14414,1.3524325,"Multiple_Complex","Multiple_Complex"
"TSUnmapped00000378.hg.1",0.00505,0.000254,-4.338589,0.13889,-1.6976437,"Coding","Coding"
"TC0300008551.hg.1",0.00505,0.000254,4.33823,0.13802,0.5280775,"Multiple_Complex","Multiple_Complex"
"TC0200016717.hg.1",0.00505,0.000254,4.337996,0.13745,0.80656,"Multiple_Complex","Multiple_Complex"
"TC1300008084.hg.1",0.00507,0.000255,-4.335441,0.13126,-0.9626325,"Multiple_Complex","Multiple_Complex"
"TC0100010430.hg.1",0.00507,0.000256,-4.335214,0.13072,-0.9386625,"NonCoding","NonCoding"
"TSUnmapped00000777.hg.1",0.00508,0.000256,4.333955,0.12767,1.1947256,"Coding","Coding"
"TC0900008010.hg.1",0.0051,0.000257,4.33271,0.12465,1.6624013,"Multiple_Complex","Multiple_Complex"
"TC0900007143.hg.1",0.00511,0.000258,4.331,0.12051,0.8949125,"Multiple_Complex","Multiple_Complex"
"TC0600007012.hg.1",0.00512,0.000259,-4.330209,0.1186,-1.0758488,"Multiple_Complex","Multiple_Complex"
"TC0600009127.hg.1",0.00515,0.000261,-4.327526,0.1121,-0.5596875,"Multiple_Complex","Multiple_Complex"
"TC0300009789.hg.1",0.00515,0.000261,4.327298,0.11155,0.8162806,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3597913_st",0.00516,0.000261,-4.326067,0.10857,-1.4637187,"---","---"
"TC0100017491.hg.1",0.00517,0.000262,-4.324829,0.10558,-2.1503963,"Multiple_Complex","Multiple_Complex"
"TC0100017793.hg.1",0.00518,0.000263,4.323636,0.10269,0.8544919,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3597908_st",0.00521,0.000265,-4.320688,0.09555,-0.9552938,"---","---"
"HTA2-pos-3447836_st",0.00521,0.000265,4.320626,0.0954,0.9009313,"---","---"
"TC1000010602.hg.1",0.00525,0.000267,4.317523,0.08789,0.551195,"Multiple_Complex","Multiple_Complex"
"TC0X00009440.hg.1",0.00528,0.000269,4.314576,0.08076,0.7862106,"Coding","Coding"
"TC0100007949.hg.1",0.00532,0.000271,4.311631,0.07363,0.6861062,"Multiple_Complex","Multiple_Complex"
"TC0600008272.hg.1",0.00539,0.000275,-4.305979,0.05996,-0.5479338,"Multiple_Complex","Multiple_Complex"
"TC0900012229.hg.1",0.00539,0.000275,-4.305104,0.05784,-0.6119506,"Multiple_Complex","Multiple_Complex"
"TC1200009566.hg.1",0.00539,0.000276,4.304859,0.05725,0.7211988,"Multiple_Complex","Multiple_Complex"
"TC1600007193.hg.1",0.00539,0.000276,4.304633,0.0567,0.8306412,"Multiple_Complex","Multiple_Complex"
"TC0X00010804.hg.1",0.0054,0.000276,4.303701,0.05445,0.7860981,"Multiple_Complex","Multiple_Complex"
"TC0200016646.hg.1",0.00543,0.000278,4.30078,0.04738,0.711035,"Multiple_Complex","Multiple_Complex"
"TC1200008116.hg.1",0.00547,0.00028,-4.297906,0.04043,-0.5927825,"Multiple_Complex","Multiple_Complex"
"TC0200008894.hg.1",0.00547,0.00028,-4.297643,0.03979,-2.0546294,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3447826_st",0.00547,0.000281,4.297456,0.03934,0.61875,"---","---"
"TC2000007438.hg.1",0.00555,0.000285,-4.291273,0.02438,-1.2480188,"Multiple_Complex","Multiple_Complex"
"TC0100009035.hg.1",0.00556,0.000286,4.289913,0.02109,1.2709138,"Coding","Coding"
"TC0300010123.hg.1",0.0056,0.000288,4.286934,0.01388,0.6334619,"Multiple_Complex","Multiple_Complex"
"TC0900009660.hg.1",0.00561,0.000289,4.285671,0.01083,1.3432031,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR06002928.hg.1",0.00562,0.00029,-4.284365,0.00767,-0.539775,"---","---"
"TC0400012826.hg.1",0.00562,0.00029,4.283962,0.00669,1.1434894,"Multiple_Complex","Multiple_Complex"
"TC0X00008754.hg.1",0.00564,0.000291,4.282707,0.00366,0.735075,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11017846.hg.1",0.00566,0.000292,-4.280623,-0.00138,-1.2360687,"---","---"
"TC1200007954.hg.1",0.00567,0.000293,4.279858,-0.00323,0.7706125,"Multiple_Complex","Multiple_Complex"
"TC0400011056.hg.1",0.00567,0.000293,4.279495,-0.00411,0.6654,"Multiple_Complex","Multiple_Complex"
"TC0800010016.hg.1",0.00567,0.000293,4.279294,-0.00459,0.8172019,"Multiple_Complex","Multiple_Complex"
"TC1200009558.hg.1",0.00567,0.000294,-4.278961,-0.0054,-0.7412031,"Multiple_Complex","Multiple_Complex"
"TC0600011733.hg.1",0.00569,0.000295,4.277328,-0.00935,0.8323656,"Multiple_Complex","Multiple_Complex"
"TC0400011916.hg.1",0.00573,0.000297,4.274137,-0.01707,0.7181863,"Multiple_Complex","Multiple_Complex"
"TC1200010198.hg.1",0.00576,0.000299,4.271181,-0.02421,0.9475687,"Multiple_Complex","Multiple_Complex"
"TC1500010857.hg.1",0.00576,3e-04,-4.270674,-0.02544,-0.78407,"Multiple_Complex","Multiple_Complex"
"TC2000009923.hg.1",0.00576,3e-04,4.27067,-0.02545,0.7863431,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3513263_st",0.0058,0.000302,-4.267072,-0.03415,-0.7937563,"---","---"
"TC1700011775.hg.1",0.0058,0.000303,4.266704,-0.03504,0.6504038,"Multiple_Complex","Multiple_Complex"
"TC0200007401.hg.1",0.0058,0.000303,4.266627,-0.03523,1.3227969,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11017828.hg.1",0.0058,0.000303,-4.266323,-0.03596,-0.96485,"---","---"
"TC1800006757.hg.1",0.00582,0.000304,-4.264666,-0.03997,-0.7224012,"Multiple_Complex","Multiple_Complex"
"TC1400006933.hg.1",0.00583,0.000305,4.264075,-0.0414,0.6244931,"Multiple_Complex","Multiple_Complex"
"TC0X00010933.hg.1",0.00583,0.000305,4.263458,-0.04289,1.6797912,"Multiple_Complex","Multiple_Complex"
"TC0300012728.hg.1",0.00585,0.000306,4.262124,-0.04611,0.917665,"Multiple_Complex","Multiple_Complex"
"TC1800008333.hg.1",0.00586,0.000307,-4.2606,-0.0498,-0.9243313,"Multiple_Complex","Multiple_Complex"
"TC0600011481.hg.1",0.00587,0.000308,-4.260103,-0.051,-1.0485125,"Multiple_Complex","Multiple_Complex"
"TC1000010239.hg.1",0.00589,0.000309,-4.258494,-0.05489,-0.9091606,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR05013780.hg.1",0.00589,0.000309,4.25774,-0.05671,0.5904812,"---","---"
"TC2200006950.hg.1",0.00591,0.000311,4.255896,-0.06117,0.7936069,"Multiple_Complex","Multiple_Complex"
"TC0400008618.hg.1",0.00592,0.000311,4.255308,-0.06259,2.4646331,"Multiple_Complex","Multiple_Complex"
"TC1600011445.hg.1",0.00593,0.000312,-4.253823,-0.06618,-0.5481387,"NonCoding","NonCoding"
"TC0X00010643.hg.1",0.00593,0.000312,4.253809,-0.06621,1.0320938,"Multiple_Complex","Multiple_Complex"
"TC0X00008830.hg.1",0.00595,0.000314,4.252347,-0.06975,0.8080762,"Multiple_Complex","Multiple_Complex"
"TC0400007789.hg.1",0.00597,0.000315,4.250817,-0.07344,1.1347031,"Multiple_Complex","Multiple_Complex"
"TC0400007978.hg.1",0.00597,0.000315,4.250388,-0.07448,0.800225,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11017839.hg.1",0.00598,0.000316,-4.249263,-0.0772,-1.176975,"---","---"
"TC0900009844.hg.1",0.00598,0.000316,-4.24874,-0.07847,-0.9329125,"Multiple_Complex","Multiple_Complex"
"TC1200012080.hg.1",0.00598,0.000317,-4.248544,-0.07894,-1.2040119,"Multiple_Complex","Multiple_Complex"
"TC1700010050.hg.1",0.00599,0.000317,-4.247582,-0.08126,-0.981345,"Multiple_Complex","Multiple_Complex"
"TC1800007320.hg.1",0.006,0.000318,-4.246154,-0.08472,-1.5543437,"Multiple_Complex","Multiple_Complex"
"TC1100011374.hg.1",0.006,0.000318,4.246147,-0.08473,1.0471438,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR01006330.hg.1",0.006,0.000319,4.245897,-0.08534,1.1214238,"---","---"
"TC0400012670.hg.1",0.006,0.000319,-4.245892,-0.08535,-2.6685337,"Multiple_Complex","Multiple_Complex"
"TC1200012862.hg.1",0.00613,0.000326,-4.236915,-0.10704,-0.6886125,"Multiple_Complex","Multiple_Complex"
"TC0300010931.hg.1",0.00617,0.000328,4.233947,-0.11421,1.1442231,"Multiple_Complex","Multiple_Complex"
"TC1400008173.hg.1",0.00623,0.000332,-4.22919,-0.1257,-0.9930562,"Multiple_Complex","Multiple_Complex"
"TC1100013021.hg.1",0.00624,0.000333,-4.228215,-0.12806,-0.8838063,"Coding","Coding"
"TC2200007356.hg.1",0.00627,0.000334,4.226215,-0.13289,1.02463,"Multiple_Complex","Multiple_Complex"
"TC0600007268.hg.1",0.00627,0.000335,-4.225977,-0.13347,-0.9643438,"Coding","Coding"
"TC0500012539.hg.1",0.00627,0.000335,4.225392,-0.13488,1.04257,"Multiple_Complex","Multiple_Complex"
"TC1700010841.hg.1",0.00629,0.000336,4.224087,-0.13803,0.8506831,"Multiple_Complex","Multiple_Complex"
"TC0800007431.hg.1",0.00629,0.000337,4.223504,-0.13944,0.7926338,"Multiple_Complex","Multiple_Complex"
"TC1700011970.hg.1",0.00629,0.000338,4.222214,-0.14256,0.7976512,"Multiple_Complex","Multiple_Complex"
"TC1600008567.hg.1",0.00629,0.000338,-4.222211,-0.14256,-0.7021687,"Multiple_Complex","Multiple_Complex"
"TC1900008341.hg.1",0.00629,0.000338,4.222037,-0.14298,0.67965,"Multiple_Complex","Multiple_Complex"
"TC1500009508.hg.1",0.00629,0.000339,4.220855,-0.14584,1.55281,"Multiple_Complex","Multiple_Complex"
"TC0600011996.hg.1",0.00629,0.000339,4.220488,-0.14672,0.9542394,"Multiple_Complex","Multiple_Complex"
"TC1900009116.hg.1",0.00629,0.000339,4.220349,-0.14706,0.9359381,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3670216_st",0.00629,0.00034,-4.220133,-0.14758,-0.9905312,"---","---"
"HTA2-pos-PSR06002918.hg.1",0.00629,0.00034,-4.21924,-0.14974,-0.8490875,"---","---"
"HTA2-pos-PSR6_cox_hap2000465.hg.1",0.00629,0.00034,-4.21924,-0.14974,-0.8490875,"---","---"
"HTA2-pos-PSR6_dbb_hap3000454.hg.1",0.00629,0.00034,-4.21924,-0.14974,-0.8490875,"---","---"
"HTA2-pos-PSR6_mann_hap4000445.hg.1",0.00629,0.00034,-4.21924,-0.14974,-0.8490875,"---","---"
"HTA2-pos-PSR6_mcf_hap5000354.hg.1",0.00629,0.00034,-4.21924,-0.14974,-0.8490875,"---","---"
"HTA2-pos-PSR6_qbl_hap6000451.hg.1",0.00629,0.00034,-4.21924,-0.14974,-0.8490875,"---","---"
"HTA2-pos-PSR6_ssto_hap7000448.hg.1",0.00629,0.00034,-4.21924,-0.14974,-0.8490875,"---","---"
"HTA2-pos-PSR16021747.hg.1",0.00632,0.000342,4.217124,-0.15485,0.5155875,"---","---"
"TC0200014697.hg.1",0.00633,0.000343,-4.215855,-0.15791,-0.7740538,"Multiple_Complex","Multiple_Complex"
"TC0500007237.hg.1",0.00634,0.000343,-4.215485,-0.15881,-1.0310769,"Multiple_Complex","Multiple_Complex"
"TC1700011910.hg.1",0.00634,0.000344,4.214719,-0.16066,0.9588975,"Multiple_Complex","Multiple_Complex"
"TC0400007280.hg.1",0.00634,0.000344,4.214717,-0.16066,1.6022644,"Multiple_Complex","Multiple_Complex"
"TC1500007333.hg.1",0.00634,0.000345,4.214196,-0.16192,0.575675,"Multiple_Complex","Multiple_Complex"
"TC0900011432.hg.1",0.00635,0.000346,4.212853,-0.16516,0.6925187,"Multiple_Complex","Multiple_Complex"
"TC0300013912.hg.1",0.00635,0.000346,-4.212773,-0.16536,-0.7265481,"Coding","Coding"
"TC1800008680.hg.1",0.00636,0.000347,-4.211858,-0.16757,-0.9337844,"Multiple_Complex","Multiple_Complex"
"TC0800011561.hg.1",0.00637,0.000347,4.21103,-0.16957,0.6791375,"Multiple_Complex","Multiple_Complex"
"TC0900012153.hg.1",0.00644,0.000351,-4.206229,-0.18116,-0.6790856,"Multiple_Complex","Multiple_Complex"
"TC0800010138.hg.1",0.00645,0.000352,4.205282,-0.18344,2.1477775,"Multiple_Complex","Multiple_Complex"
"TC0500008702.hg.1",0.00645,0.000352,4.204998,-0.18413,1.3276644,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR05013761.hg.1",0.00645,0.000353,4.204784,-0.18465,0.5735437,"---","---"
"TC0700006820.hg.1",0.00647,0.000354,4.203508,-0.18773,0.9875294,"NonCoding","NonCoding"
"TC0800007351.hg.1",0.00651,0.000356,4.200623,-0.19469,0.9584138,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR19002366.hg.1",0.00655,0.000359,-4.197959,-0.20113,-0.6283813,"---","---"
"TC1100013075.hg.1",0.00656,0.000359,-4.19697,-0.20351,-0.929365,"Multiple_Complex","Multiple_Complex"
"TC2100007935.hg.1",0.00656,0.00036,-4.196541,-0.20455,-1.1605187,"Multiple_Complex","Multiple_Complex"
"TC2200009356.hg.1",0.00657,0.000361,4.195618,-0.20678,1.2974537,"Multiple_Complex","Multiple_Complex"
"TC1900008343.hg.1",0.0066,0.000362,4.193661,-0.2115,0.9144525,"Multiple_Complex","Multiple_Complex"
"TC0100009211.hg.1",0.00664,0.000365,4.190638,-0.2188,1.9306125,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11017837.hg.1",0.0067,0.000369,-4.186314,-0.22923,-1.1290562,"---","---"
"TC0300011842.hg.1",0.0067,0.000369,4.186171,-0.22958,0.8044437,"Multiple_Complex","Multiple_Complex"
"TC0500008156.hg.1",0.00672,0.00037,4.185154,-0.23203,0.8950988,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11017833.hg.1",0.0068,0.000375,-4.17992,-0.24466,-1.1432812,"---","---"
"TC1900009396.hg.1",0.00682,0.000376,4.178397,-0.24834,0.7756438,"Multiple_Complex","Multiple_Complex"
"TC1800008891.hg.1",0.00689,0.000381,4.173706,-0.25965,0.8787506,"Multiple_Complex","Multiple_Complex"
"TC1600007440.hg.1",0.0069,0.000382,-4.172739,-0.26199,-0.6878312,"Multiple_Complex","Multiple_Complex"
"TC1400007232.hg.1",0.00693,0.000384,-4.170635,-0.26706,-0.6154588,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-3281513_st",0.00693,0.000384,4.170547,-0.26727,0.569975,"---","---"
"TC1400009787.hg.1",0.00693,0.000384,-4.17026,-0.26797,-0.6854688,"Multiple_Complex","Multiple_Complex"
"TC0600011224.hg.1",0.00695,0.000385,-4.168867,-0.27133,-0.8808825,"Coding","Coding"
"TC2100008087.hg.1",0.00695,0.000385,4.168776,-0.27155,0.7896863,"Multiple_Complex","Multiple_Complex"
"TC1700012432.hg.1",0.00695,0.000386,4.167805,-0.27389,0.8385225,"Multiple_Complex","Multiple_Complex"
"TC0300013911.hg.1",0.00695,0.000386,4.167733,-0.27406,1.2685025,"Multiple_Complex","Multiple_Complex"
"TC1200012819.hg.1",0.00695,0.000386,4.167661,-0.27424,1.0789981,"Multiple_Complex","Multiple_Complex"
"TC0500012978.hg.1",0.00698,0.000389,4.165465,-0.27953,1.0321112,"Multiple_Complex","Multiple_Complex"
"TC0600014322.hg.1",0.00698,0.000389,-4.164745,-0.28127,-0.4609125,"Multiple_Complex","Multiple_Complex"
"TC0100018424.hg.1",0.00698,0.00039,-4.164381,-0.28215,-0.52705,"Multiple_Complex","Multiple_Complex"
"TC0900011257.hg.1",0.00698,0.00039,4.16435,-0.28222,0.9543269,"Multiple_Complex","Multiple_Complex"
"TC1700011476.hg.1",0.00698,0.00039,4.164206,-0.28257,0.8322563,"Multiple_Complex","Multiple_Complex"
"TC1100006810.hg.1",0.00705,0.000394,4.160183,-0.29227,0.7362875,"Multiple_Complex","Multiple_Complex"
"TC0800012404.hg.1",0.00705,0.000394,4.159688,-0.29346,0.82089,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR11017834.hg.1",0.00707,0.000395,-4.158296,-0.29682,-1.095825,"---","---"
"TC0X00008509.hg.1",0.00708,0.000396,4.157533,-0.29866,0.7677406,"Coding","Coding"
"TC0600011823.hg.1",0.00708,0.000397,-4.156882,-0.30023,-0.6580925,"Multiple_Complex","Multiple_Complex"
"TC1200009222.hg.1",0.00708,0.000397,-4.156807,-0.30041,-0.6900169,"NonCoding","NonCoding"
"TC1100011980.hg.1",0.00711,0.000399,4.154577,-0.30579,0.78835,"Multiple_Complex","Multiple_Complex"
"TC0800011192.hg.1",0.00714,0.000402,-4.151417,-0.31341,-0.61176,"Coding","Coding"
"TC1700007851.hg.1",0.00714,0.000403,4.150979,-0.31447,0.5647937,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR06002948.hg.1",0.00714,0.000403,-4.150265,-0.31619,-0.6947406,"---","---"
"HTA2-pos-PSR6_cox_hap2000492.hg.1",0.00714,0.000403,-4.150265,-0.31619,-0.6947406,"---","---"
"HTA2-pos-PSR6_dbb_hap3000481.hg.1",0.00714,0.000403,-4.150265,-0.31619,-0.6947406,"---","---"
"HTA2-pos-PSR6_mann_hap4000472.hg.1",0.00714,0.000403,-4.150265,-0.31619,-0.6947406,"---","---"
"HTA2-pos-PSR6_mcf_hap5000381.hg.1",0.00714,0.000403,-4.150265,-0.31619,-0.6947406,"---","---"
"HTA2-pos-PSR6_qbl_hap6000478.hg.1",0.00714,0.000403,-4.150265,-0.31619,-0.6947406,"---","---"
"HTA2-pos-PSR6_ssto_hap7000475.hg.1",0.00714,0.000403,-4.150265,-0.31619,-0.6947406,"---","---"
"TC0100010648.hg.1",0.00718,0.000406,4.147386,-0.32313,0.5347813,"Multiple_Complex","Multiple_Complex"
"TC1900011664.hg.1",0.00718,0.000406,4.147272,-0.3234,0.687225,"Multiple_Complex","Multiple_Complex"
"TC0900012225.hg.1",0.00718,0.000407,-4.146641,-0.32492,-0.8949856,"Multiple_Complex","Multiple_Complex"
"TC1200009876.hg.1",0.00718,0.000407,4.1466,-0.32502,2.3604219,"Multiple_Complex","Multiple_Complex"
"TC0100018219.hg.1",0.00718,0.000407,4.146174,-0.32605,1.4055931,"Multiple_Complex","Multiple_Complex"
"TC0X00008000.hg.1",0.00718,0.000408,-4.146096,-0.32624,-0.762885,"Multiple_Complex","Multiple_Complex"
"TC1400009239.hg.1",0.00718,0.000408,4.146034,-0.32639,1.04594,"Multiple_Complex","Multiple_Complex"
"TC2100008461.hg.1",0.00719,0.000408,4.145454,-0.32778,1.0062588,"Coding","Coding"
"TC0700010936.hg.1",0.00719,0.000409,-4.145044,-0.32877,-0.6455712,"Multiple_Complex","Multiple_Complex"
"TC2100006433.hg.1",0.00719,0.000409,4.144855,-0.32923,0.7539219,"Coding","Coding"
"TC0800011086.hg.1",0.00719,0.000409,-4.144629,-0.32977,-2.6685137,"Multiple_Complex","Multiple_Complex"
"TC0400007357.hg.1",0.0072,0.00041,4.143672,-0.33208,0.8743313,"Multiple_Complex","Multiple_Complex"
"TC0700009980.hg.1",0.0072,0.00041,-4.143293,-0.33299,-1.2855569,"Multiple_Complex","Multiple_Complex"
"TC0700007811.hg.1",0.00724,0.000413,4.140665,-0.33933,0.7917,"Multiple_Complex","Multiple_Complex"
"TC0100017948.hg.1",0.00724,0.000413,4.14047,-0.3398,0.9882,"Multiple_Complex","Multiple_Complex"
"TC1100009395.hg.1",0.00724,0.000413,4.140188,-0.34048,0.5281975,"Multiple_Complex","Multiple_Complex"
"TC1400010257.hg.1",0.00726,0.000415,-4.138935,-0.3435,-0.6416812,"Multiple_Complex","Multiple_Complex"
"TC0600014248.hg.1",0.0073,0.000418,-4.13625,-0.34997,-1.1099737,"Coding","Coding"
"TC0300013125.hg.1",0.00731,0.000418,4.135476,-0.35184,0.7826406,"Coding","Coding"
"TC1900009648.hg.1",0.00731,0.000419,4.134865,-0.35331,0.60479,"Multiple_Complex","Multiple_Complex"
"TC0900006538.hg.1",0.00732,0.00042,4.134063,-0.35524,0.7672719,"Multiple_Complex","Multiple_Complex"
"TC1900009076.hg.1",0.00732,0.00042,-4.133563,-0.35645,-0.7338269,"Multiple_Complex","Multiple_Complex"
"TC2000008279.hg.1",0.00732,0.00042,-4.133386,-0.35687,-1.2277437,"Multiple_Complex","Multiple_Complex"
"TC0500007826.hg.1",0.00733,0.000421,-4.13272,-0.35848,-1.1603437,"Multiple_Complex","Multiple_Complex"
"TC0100007532.hg.1",0.00734,0.000422,4.131659,-0.36103,1.1755094,"Multiple_Complex","Multiple_Complex"
"TC0300010720.hg.1",0.0074,0.000426,-4.128108,-0.36959,-1.0253275,"Multiple_Complex","Multiple_Complex"
"TC0200010445.hg.1",0.00743,0.000428,4.126282,-0.37399,1.7681306,"Multiple_Complex","Multiple_Complex"
"TC0300007430.hg.1",0.00747,0.000431,4.123551,-0.38057,0.7922431,"Multiple_Complex","Multiple_Complex"
"TC0400010132.hg.1",0.00747,0.000431,4.123529,-0.38062,0.9295375,"Multiple_Complex","Multiple_Complex"
"TC1600009100.hg.1",0.00748,0.000431,4.123006,-0.38188,0.4655719,"Multiple_Complex","Multiple_Complex"
"TC0600006976.hg.1",0.00748,0.000432,-4.122452,-0.38321,-1.3430181,"Multiple_Complex","Multiple_Complex"
"TC1700012340.hg.1",0.00749,0.000433,4.1219,-0.38455,0.6075881,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR19002377.hg.1",0.00751,0.000434,-4.120289,-0.38843,-0.5418125,"---","---"
"TC0200014254.hg.1",0.00751,0.000435,-4.119885,-0.3894,-0.8799025,"Coding","Coding"
"TC1200010292.hg.1",0.00751,0.000435,4.119145,-0.39118,1.8493662,"Multiple_Complex","Multiple_Complex"
